id,name(EN),name(KR),producer,nation,local,varieties,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml,in stock(재고수량),Vivino 평점,한줄요약,참고사항,상세설명,테이스팅 노트,페어링 정보,occasion,Occasion_Tags,Occasion_Struct,sample_group
ta139,Clemens Busch Marienburg Spatlese,Clemens Busch 리슬링 MoselSaarRuwer Bereich Bernkastel 2019,Clemens Busch,Germany,MoselSaarRuwer Bereich Bernkastel,Riesling  ,White,Dessert,14~15,16~18,3,4,5,1,156000,2019,750,5,,와인 모임에 들고가기 좋은 리슬링 화이트. 맛이 신 느낌으로 단맛에 산뜻해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Clemens Busch 리슬링 MoselSaarRuwer Bereich Bernkastel 2019는 휘발유 향에서 온 떫지 않은 스타일입니다. 2019 빈티지 기준 14~15 도수, 750ml 구성.

키워드로 보면 꿀같은 와인 텍스처 위에 짜릿한 맛가 살아 있고, 마무리는 리치한 느낌이 정돈합니다. 달달한 뉘앙스는 과하지 않아요. — 돌려서 따는 마개 무드로 이해하면 좋아요.
추천 상황은 마무리·대화용 쪽이에요.","꿀같은 와인 텍스처 위에 짜릿한 맛가 살아 있고, 마무리는 리치한 느낌이 정돈합니다. 달달한 뉘앙스는 과하지 않아요. — 돌려서 따는 마개 무드로 이해하면 좋아요.",블루치즈 / 티라미수 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta140,Oremus Tokaji Eszencia,Tokaj Oremus Furmint The Northeast 2005,Tokaj Oremus,Hungary,The Northeast ,Furmint  ,White,Dessert,14~15,16~18,5,3,5,1,450000,2005,375,5,,토카이 와인 스타일 Furmint 화이트 — 입안이 개운한가 또렷하고 끈기가 아주 많은가 깔끔해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"디저트 와인 생산자의 돌려서 따는 마개 와인 Tokaj Oremus Furmint The Northeast 2005. 2005 빈티지, 도수 14~15, 375ml.

입안에서는 진득한 느낌의/입에 침이 고이는 정도가 중심을 잡고, 마무리는 약간 비린맛의이 정돈합니다.
풍미에 두면 실패 확률이 낮아요. (마무리·대화용)","향에서는 시럽같은 맛 인상이 먼저 오고, 입안에서는 입안이 개운한가 균형을 잡습니다. 질감은 꿀같은 와인, 여운은 둥글둥글한 쪽으로 정리돼요. 특히 식후에 마시는 와인 상황에 잘 어울립니다.",말린 과일 / 블루치즈 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta141,Oddity Dry,Royal Tokaji Mavrud The Northeast TokajHegyalja 2014,Royal Tokaji,Hungary,The Northeast TokajHegyalja,Mavrud  ,White,Dessert,14~15,15~17,1,3,3,1,36000,2014,750,5,,가성비 와인 데일리 화이트. 시큼한/농익은 균형이 안정적이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"토카이 와인의 돌려서 따는 마개 와인 Royal Tokaji Mavrud The Northeast TokajHegyalja 2014 (2014). 도수 14~15, 750ml.

전체 톤은 농익은와 입안이 개운한의 균형. 타닌은 약간 비린맛의, 단맛은 순한 맛 쪽으로 읽힙니다. 그리고 작은잔에 마시는 와인 쪽으로 즐기기 좋아요.
여운 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (마무리·대화용)","전체 톤은 농익은와 입안이 개운한의 균형. 타닌은 약간 비린맛의, 단맛은 순한 맛 쪽으로 읽힙니다. 그리고 작은잔에 마시는 와인 쪽으로 즐기기 좋아요.",견과류 / 티라미수 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta142,"Alexander, Alambicco Prosecco",Alexander 모스카토 Veneto 2002,Alexander,Italy,Veneto ,Moscato  ,Hard,Dessert,38,12~14,1,1,5,1,145000,2002,500,5,,여운 자리에서 빛나는 Moscato 레드. 목넘김이 좋은은 정돈되고 눅진한는 또렷해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Alexander 모스카토 Veneto 2002는 토스카나에서 온 젊은층이 좋아하는 스타일입니다. 2002 빈티지 기준 38 도수, 500ml 구성.

키워드로 보면 깔끔한 스타일가 입맛을 깨우고, 위스키 느낌의는 담백하게 이어집니다. 리치한 느낌은 거칠지 않고 단맛이 조금 나는 느낌은 은근해요. — 타닌이 많은 무드로 이해하면 좋아요.
추천 상황은 마무리·대화용 쪽이에요.","깔끔한 스타일가 입맛을 깨우고, 위스키 느낌의는 담백하게 이어집니다. 리치한 느낌은 거칠지 않고 단맛이 조금 나는 느낌은 은근해요. — 타닌이 많은 무드로 이해하면 좋아요.",과일 타르트 / 다크 초콜릿 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta143,Chateau Le Rayssac,Chateau Le Rayssac Semillon Sauvignon-blanc Bordeaux 2017,Chateau Le Rayssac,France,Bordeaux ,Semillon Sauvignon-blanc ,White,Dessert,14~15,16~18,4,2,3,1,50000,2017,750,5,,답례용품으로 좋은 데일리 화이트. 톡톡 쏘는/잼같은 느낌 균형이 안정적이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"구대륙 생산자의 돌려서 따는 마개 와인 Chateau Le Rayssac Semillon Sauvignon-blanc Bordeaux 2017. 2017 빈티지, 도수 14~15, 750ml.

입안에서는 잼같은 느낌/미끌미끌한 느낌가 중심을 잡고, 마무리는 리치한 느낌이 정돈합니다.
작은잔에 마시는 와인에 두면 실패 확률이 낮아요. (마무리·대화용)","알싸한 맛가 입맛을 깨우고, 농익은는 담백하게 이어집니다. 약간 비린맛의은 거칠지 않고 과실향이 나는 느낌은 은근해요. — 식후에 마시는 와인 무드로 이해하면 좋아요.",티라미수 / 다크 초콜릿 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta144,"Ibaci, Vidal Icewine",Pillitteri Estate Vidal Bear River Ontario 2005,Pillitteri Estate,Canada,Bear River Ontario,Vidal  ,White,Dessert,10,6~8,5,3,3,1,84000,2005,375,5,,필리터리 스타일 Vidal 화이트 — 산미가 조금 있는가 또렷하고 걸쭉한 맛가 깔끔해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"아주 달은의 돌려서 따는 마개 와인 Pillitteri Estate Vidal Bear River Ontario 2005 (2005). 도수 10, 375ml.

향에서는 달콤한 향이 나는 인상이 먼저 오고, 입안에서는 입안이 개운한가 균형을 잡습니다. 질감은 막걸리같은, 여운은 부담없이 넘어가는 쪽으로 정리돼요. 특히 해산물과 잘어울리는 상황에 잘 어울립니다.
소화를 돕는 와인 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (마무리·대화용)","향에서는 달콤한 향이 나는 인상이 먼저 오고, 입안에서는 입안이 개운한가 균형을 잡습니다. 질감은 막걸리같은, 여운은 부담없이 넘어가는 쪽으로 정리돼요. 특히 해산물과 잘어울리는 상황에 잘 어울립니다.",견과류 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta145,"Villa Pillo, Vin Santo del Chianti",Villa Pillo 산지오베제 Toscana Chianti 2011,Villa Pillo,Italy,Toscana Chianti,Sangiovese  ,White,Dessert,16~17,6~8,5,3,5,1,166000,2011,375,5,,선물하기 좋은 와인 Sangiovese 화이트. 입에 침이 고이는 정도 느낌으로 소화를 돕는 와인에 산뜻해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Villa Pillo 산지오베제 Toscana Chianti 2011는 돌려서 따는 마개 카테고리에서 결혼 선물로 적당한 선택지로 좋은 편입니다. 2011 빈티지, 16~17 도수, 375ml.

첫 인상은 시큼한가 또렷하고, 텍스처는 눅진한로 느껴집니다. 피니시는 약간 비린맛의, 단맛은 시럽같은 맛 쪽으로 해석할 수 있어요. 그리고 청포도로 만든 쪽으로 즐기기 좋아요.
마무리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","첫 인상은 시큼한가 또렷하고, 텍스처는 눅진한로 느껴집니다. 피니시는 약간 비린맛의, 단맛은 시럽같은 맛 쪽으로 해석할 수 있어요. 그리고 청포도로 만든 쪽으로 즐기기 좋아요.",티라미수 / 다크 초콜릿 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta146,"Icardi, Suri Vigin Brachetto",Icardi Brachetto Piemonte 2014,Icardi,Italy,Piemonte ,Brachetto  ,Red,Dessert,6~7,10~12,4,1,3,2,60000,2014,750,5,,선물용 와인 무드의 Brachetto 레드 — 홍차를 마시는것같은 결이 살아 있고 막걸리같은가 탄탄해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Icardi Brachetto Piemonte 2014는 토스카나에서 온 무난한 선물용 스타일입니다. 2014 빈티지 기준 6~7 도수, 750ml 구성.

키워드로 보면 첫 인상은 상쾌한 느낌가 또렷하고, 텍스처는 막걸리같은로 느껴집니다. 피니시는 혀가 아리는 느낌, 단맛은 과일주스같은 느낌의 쪽으로 해석할 수 있어요. 그리고 고기랑 어울리는 쪽으로 즐기기 좋아요.
추천 상황은 마무리·대화용 쪽이에요.","첫 인상은 상쾌한 느낌가 또렷하고, 텍스처는 막걸리같은로 느껴집니다. 피니시는 혀가 아리는 느낌, 단맛은 과일주스같은 느낌의 쪽으로 해석할 수 있어요. 그리고 고기랑 어울리는 쪽으로 즐기기 좋아요.",과일 타르트 / 말린 과일 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta147,"Vina El Aromo, Infinito Cabernet-Sauvignon",Vina Aromo Cabernet-Sauvignon Maule Valley 2017,Vina Aromo,Chile,Maule Valley ,Cabernet-Sauvignon  ,Red,Dessert,12~13,16~18,2,2,3,3,27500,2017,750,5,,까르미네르 무드의 카베르네 소비뇽 레드 — 입안이 까끌까끌한 결이 살아 있고 졸인듯한 느낌의가 탄탄해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Vina Aromo Cabernet-Sauvignon Maule Valley 2017는 탄닌이 있는 카테고리에서 캠핑 와인으로 좋은 선택지로 좋은 편입니다. 2017 빈티지, 12~13 도수, 750ml.

첫 인상은 미끌미끌한 느낌가 또렷하고, 텍스처는 막걸리같은로 느껴집니다. 피니시는 떫떠름한 느낌, 단맛은 좋은 냄새가 나는 쪽으로 해석할 수 있어요. 특히 작업주 상황에 잘 어울립니다.
마무리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","첫 인상은 미끌미끌한 느낌가 또렷하고, 텍스처는 막걸리같은로 느껴집니다. 피니시는 떫떠름한 느낌, 단맛은 좋은 냄새가 나는 쪽으로 해석할 수 있어요. 특히 작업주 상황에 잘 어울립니다.",티라미수 / 과일 타르트 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta148,"Navarro Correas, Alegoria Late Harvest",Bodega Navarro Correas Semillon Sauvignon-blanc Mendoza 2006,Bodega Navarro Correas,Argentina,Mendoza ,Semillon Sauvignon-blanc ,White,Dessert,10,8~10,5,1,2,1,80000,2006,500,5,,답례용품으로 좋은 데일리 화이트. 상쾌한 느낌/묵직한 느낌의 균형이 안정적이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"말벡 생산자의 떫지 않은 와인 Bodega Navarro Correas Semillon Sauvignon-blanc Mendoza 2006. 2006 빈티지, 도수 10, 500ml.

입안에서는 라이트한/상쾌한 느낌가 중심을 잡고, 마무리는 리치한 느낌이 정돈합니다.
작은잔에 마시는 와인에 두면 실패 확률이 낮아요. (마무리·대화용)","향에서는 점성을 띠고있는 인상이 먼저 오고, 입안에서는 환타 맛이 나는가 균형을 잡습니다. 질감은 묵직한 느낌의, 여운은 부담없이 넘어가는 쪽으로 정리돼요. 특히 떫지 않은 상황에 잘 어울립니다.",티라미수 / 과일 타르트 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta149,Weltachs Trockenbeerenauslese,Weltachs Ortega Albalonga Huxelrebe Pfalz 2015,Weltachs,Germany,Pfalz ,Ortega Albalonga Huxelrebe,White,Dessert,14~15,15~17,5,3,5,1,60000,2015,375,5,,산미가 강한 스타일 Ortega Albalonga Huxelrebe 화이트 — 시큼한가 또렷하고 끈기가 아주 많은가 깔끔해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"청량한 느낌의 청포도로 만든 와인 Weltachs Ortega Albalonga Huxelrebe Pfalz 2015 (2015). 도수 14~15, 375ml.

첫 인상은 입안이 개운한가 또렷하고, 텍스처는 끈기가 아주 많은로 느껴집니다. 피니시는 약간 비린맛의, 단맛은 꿀같은 쪽으로 해석할 수 있어요. 그리고 달달한 와인 쪽으로 즐기기 좋아요.
풍미 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (마무리·대화용)","첫 인상은 입안이 개운한가 또렷하고, 텍스처는 끈기가 아주 많은로 느껴집니다. 피니시는 약간 비린맛의, 단맛은 꿀같은 쪽으로 해석할 수 있어요. 그리고 달달한 와인 쪽으로 즐기기 좋아요.",다크 초콜릿 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta150,Seasons Vidal Icewine,Diamond Estates Vidal Bear River Ontario 2011,Diamond Estates,Canada,Bear River Ontario,Vidal  ,White,Dessert,14~15,16~18,5,4,4,1,28800,2011,375,5,,먹을만한 와인 Vidal 화이트. 맛이 신 느낌으로 달달한 와인에 산뜻해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Diamond Estates Vidal Bear River Ontario 2011는 아이스와인 감성을 담은 떫지 않은입니다. 2011 빈티지, 14~15 도수, 375ml.

전체 톤은 점성이 강한와 입안이 얼얼한의 균형. 타닌은 목넘김이 좋은, 단맛은 달콤한 향이 나는 쪽으로 읽힙니다. — 떫지 않은 무드로 이해하면 좋아요.
마무리·대화용에 두고 천천히 즐기면 밸런스가 더 살아나요.","전체 톤은 점성이 강한와 입안이 얼얼한의 균형. 타닌은 목넘김이 좋은, 단맛은 달콤한 향이 나는 쪽으로 읽힙니다. — 떫지 않은 무드로 이해하면 좋아요.",과일 타르트 / 블루치즈 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta151,Jackson Triggs Riesling Ice Wine,Jackson Triggs 리슬링 Bear River Niagara Peninsula 2004,Jackson Triggs,Canada,Bear River Niagara Peninsula,Riesling  ,White,Dessert,10.2,6~8,5,4,4,1,203000,2004,375,5,,가볍게 시작하기 좋은 실속형 화이트. 입안이 얼얼한가 상쾌한 쪽이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Jackson Triggs 리슬링 Bear River Niagara Peninsula 2004는 해산물과 잘어울리는 카테고리에서 실속형 선택지로 좋은 편입니다. 2004 빈티지, 10.2 도수, 375ml.

향에서는 꿀같은 인상이 먼저 오고, 입안에서는 탄산음료같은가 균형을 잡습니다. 질감은 무게감이 느껴지는, 여운은 둥글둥글한 쪽으로 정리돼요. 특히 풍미 상황에 잘 어울립니다.
마무리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","향에서는 꿀같은 인상이 먼저 오고, 입안에서는 탄산음료같은가 균형을 잡습니다. 질감은 무게감이 느껴지는, 여운은 둥글둥글한 쪽으로 정리돼요. 특히 풍미 상황에 잘 어울립니다.",다크 초콜릿 / 견과류 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta152,"Errazuriz, Late Harvest Sauvignon-blanc",Vina Errazuriz Sauvignon-blanc Aconcagua Casablanca Valley 2007,Vina Errazuriz,Chile,Aconcagua Casablanca Valley,Sauvignon-blanc  ,White,Dessert,11.5,8~10,5,1,4,1,29000,2007,375,5,,무난한 와인 데일리 화이트. 깔끔한 스타일/농축된 균형이 안정적이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Vina Errazuriz Sauvignon-blanc Aconcagua Casablanca Valley 2007는 까르미네르에서 온 떫지 않은 스타일입니다. 2007 빈티지 기준 11.5 도수, 375ml 구성.

키워드로 보면 향에서는 꿀같은 인상이 먼저 오고, 입안에서는 환타 맛이 나는가 균형을 잡습니다. 질감은 끈끈한 느낌의, 여운은 둥글둥글한 쪽으로 정리돼요. 그리고 청포도로 만든 쪽으로 즐기기 좋아요.
추천 상황은 마무리·대화용 쪽이에요.","향에서는 꿀같은 인상이 먼저 오고, 입안에서는 환타 맛이 나는가 균형을 잡습니다. 질감은 끈끈한 느낌의, 여운은 둥글둥글한 쪽으로 정리돼요. 그리고 청포도로 만든 쪽으로 즐기기 좋아요.",티라미수 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta153,Steinmuhle Riesling Auslese,Weingut Steinmuhle 리슬링 Rheinhessen 2018,Weingut Steinmuhle,Germany,Rheinhessen ,Riesling  ,White,Dessert,8,6~8,4,2,3,1,90000,2018,750,5,,식후에 마시는 와인에 어울리는 리슬링 화이트. 톡톡 쏘는가 살아 있고 걸쭉한 맛는 담백해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"청량한 느낌 생산자의 돌려서 따는 마개 와인 Weingut Steinmuhle 리슬링 Rheinhessen 2018. 2018 빈티지, 도수 8, 750ml.

입안에서는 잼같은 느낌/톡톡 쏘는가 중심을 잡고, 마무리는 둥글둥글한이 정돈합니다.
작은잔에 마시는 와인에 두면 실패 확률이 낮아요. (마무리·대화용)","알싸한 맛가 입맛을 깨우고, 농익은는 담백하게 이어집니다. 리치한 느낌은 거칠지 않고 과실향이 나는 느낌은 은근해요. 그리고 돌려서 따는 마개 쪽으로 즐기기 좋아요.",과일 타르트 / 블루치즈 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta154,B.LOVELY Late Harvest Riesling,Precept Wines 시라 Washington State 2014,Precept Wines,USA,Washington State ,Syrah&Shiraz mourvedre Grenache,White,Dessert,9~10,7~9,5,1,3,1,60000,2014,750,5,,응축에 어울리는 시라 화이트. 상쾌한 느낌가 살아 있고 걸쭉한 맛는 담백해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"와인 입문자에게 적합한의 안주없이 마실수 있는 와인 Precept Wines 시라 Washington State 2014 (2014). 도수 9~10, 750ml.

환타 맛이 나는가 입맛을 깨우고, 농익은는 담백하게 이어집니다. 약간 비린맛의은 거칠지 않고 점성을 띠고있는 느낌은 은근해요. — 해산물과 잘어울리는 무드로 이해하면 좋아요.
단맛 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (마무리·대화용)","환타 맛이 나는가 입맛을 깨우고, 농익은는 담백하게 이어집니다. 약간 비린맛의은 거칠지 않고 점성을 띠고있는 느낌은 은근해요. — 해산물과 잘어울리는 무드로 이해하면 좋아요.",티라미수 / 말린 과일 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta155,"Le Morre, Moscato d'Asti",Le Morre 모스카토 Piemonte Asti 2018,Le Morre,Italy,Piemonte Asti,Moscato  ,White,Dessert,14~15,15~17,4,2,2,1,30000,2018,750,5,,가성비 와인 데일리 화이트. 유자향이 좀 나는/구수한 맛의 균형이 안정적이에요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Le Morre 모스카토 Piemonte Asti 2018는 떫지 않은 카테고리에서 먹을만한 와인 선택지로 좋은 편입니다. 2018 빈티지, 14~15 도수, 750ml.

묵직한 느낌의 텍스처 위에 알싸한 맛가 살아 있고, 마무리는 부담없이 넘어가는이 정돈합니다. 과실향이 나는 뉘앙스는 과하지 않아요. 그리고 해산물과 잘어울리는 쪽으로 즐기기 좋아요.
마무리·대화용에 특히 잘 맞고, 부담 없이 한 잔씩 나누기 좋아요.","묵직한 느낌의 텍스처 위에 알싸한 맛가 살아 있고, 마무리는 부담없이 넘어가는이 정돈합니다. 과실향이 나는 뉘앙스는 과하지 않아요. 그리고 해산물과 잘어울리는 쪽으로 즐기기 좋아요.",블루치즈 / 티라미수 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta156,"Crotta, Semi Sweet Red",Crotta Blend Mendoza 2006,Crotta,Argentina,Mendoza ,Blend  ,Red,Dessert,13,16~18,3,2,3,2,9900,2006,750,5,,말벡 무드의 Blend 레드 — 홍차를 마시는것같은 결이 살아 있고 농익은가 탄탄해요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"Crotta Blend Mendoza 2006는 페냐플로르에서 온 고기랑 어울리는 스타일입니다. 2006 빈티지 기준 13 도수, 750ml 구성.

키워드로 보면 졸인듯한 느낌의 텍스처 위에 유자향이 좀 나는가 살아 있고, 마무리는 까칠까칠한 맛이 정돈합니다. 스위트한 맛의 뉘앙스는 과하지 않아요. — 식후에 마시는 와인 무드로 이해하면 좋아요.
추천 상황은 마무리·대화용 쪽이에요.","졸인듯한 느낌의 텍스처 위에 유자향이 좀 나는가 살아 있고, 마무리는 까칠까칠한 맛이 정돈합니다. 스위트한 맛의 뉘앙스는 과하지 않아요. — 식후에 마시는 와인 무드로 이해하면 좋아요.",티라미수 / 다크 초콜릿 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
ta157,"Fonseca, Vintage Port",Fonseca Blend Douro 2009,Fonseca,Portugal,Douro ,Blend  ,Fortified,Dessert,14~15,15~17,5,3,5,4,380000,2009,750,5,,품질이 뛰어난 와인 주정강화. 점성을 띠고있는 인상으로 마무리에 좋아요.,KR명:자동생성(검수필요) | 한줄요약:자동생성 | 테이스팅노트:자동생성 | 상세설명:자동생성 | 페어링:자동생성 | 재고:기본값(개발용) | Occasion:정규화 | 표현:정교화v2,"도루밸리의 알코올 도수 높은 와인 Fonseca Blend Douro 2009 (2009). 도수 14~15, 750ml.

시큼한가 입맛을 깨우고, 끈기가 아주 많은는 담백하게 이어집니다. 매케한 느낌은 거칠지 않고 달콤한 향이 나는 느낌은 은근해요. 그리고 포트 와인 쪽으로 즐기기 좋아요.
여운 맥락에서 한 병으로 분위기 만들기 좋은 타입입니다. (마무리·대화용)","시큼한가 입맛을 깨우고, 끈기가 아주 많은는 담백하게 이어집니다. 매케한 느낌은 거칠지 않고 달콤한 향이 나는 느낌은 은근해요. 그리고 포트 와인 쪽으로 즐기기 좋아요.",블루치즈 / 치즈,마무리|대화용,마무리|대화용,"{""people"": ""Solo"", ""place"": ""Home"", ""purpose"": ""Relax"", ""mood_intensity"": ""Standard"", ""timing"": ""After-meal""}",rep
